id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7513605,"Stylish Downtown Studio in the SouthEnd, C.Ave# 2",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,150,1,103,2020-04-09,1.90,54,362
7513906,Charming & Stylish Studio on Beacon Hill #6,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,99,2020-03-18,1.82,54,360
7514024,"Downtown Beacon Hill, Convenient, Comfy Studio #14",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,119,2020-03-01,3.24,54,356
7514336,Charming & Stylish Studio on Beacon Hill #11,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,106,2020-04-04,2.26,54,353
7527149,Gorgeous Boston Townhouse Apartment,10502779,Peter,,Beacon Hill,42.35623,-71.07023,Entire home/apt,650,4,45,2020-02-03,0.79,1,193
7531700,Charming & Stylish Studio on Beacon Hill #3,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,130,2020-03-06,2.32,54,355
7540480,Parlor South End charm with deck,38611099,Viktoria,,South End,42.3437,-71.06922,Entire home/apt,165,91,190,2019-12-20,3.39,2,78
7561220,"Allston, Close to Harvard Business School B",19548932,Yi,,Allston,42.35841,-71.12941,Private room,65,91,138,2020-03-17,2.45,7,365
7575052,Sunny and Quiet top floor #8,9653086,Glenn,,South End,42.34055,-71.07511,Entire home/apt,200,30,74,2019-10-28,1.30,6,320
7582224,2Bed/2Bath apartment at Kendall Sq,28749942,Meg & Diego,,West End,42.3623,-71.06852,Entire home/apt,149,1,30,2020-03-08,0.56,8,244
7596262,Luxurious 1BR | Upscale Amenities West End | MGH,30283594,Kara,,West End,42.36503,-71.06914,Entire home/apt,159,3,12,2020-01-22,0.21,73,324
7611271,Spacious 4 BR | 2.5 BA Single-Family Home.,953185,Katie,,South Boston,42.33182,-71.03399,Entire home/apt,598,2,64,2020-01-25,1.12,1,86
7614517,Beacon Hill Studio w/ patio&parking,39934024,Jim,,Beacon Hill,42.36033,-71.06792,Entire home/apt,200,3,257,2020-03-17,4.56,1,233
7618925,Modern Classic Boston Brownstone by LMA & T,11228809,Jonathan,,Roxbury,42.32964,-71.09274,Entire home/apt,295,1,3,2016-10-09,0.07,6,27
7633883,Beacon Hill Duplex on Charles|3 BR 2BA,814298,Thatch,,Beacon Hill,42.35738,-71.07135,Entire home/apt,400,2,88,2020-03-10,1.57,106,145
7635616,Charming & Stylish Studio on Beacon Hill #9,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,160,2020-02-07,2.96,54,317
7637094,"2BD, Steps to Hospitals, T&Colleges",40067818,Shannon,,Longwood Medical Area,42.34213,-71.10703,Entire home/apt,100,91,0,,,1,0
7651065,Come Home to Boston,15396970,Linda,,Roslindale,42.28451,-71.13626,Private room,68,3,110,2019-11-25,1.94,4,242
7692933,Perfect for 1,9508341,Phyllis,,Brighton,42.35568,-71.16214,Private room,65,1,299,2020-03-01,5.28,2,359
7693354,L’Auberge de Savin Hill,28184994,Liza,,Dorchester,42.31268,-71.05372,Private room,86,2,294,2020-03-14,5.19,1,63
7694365,"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,150,1,89,2020-03-14,1.93,54,360
7694559,"Heart of South End, Convenient, Comfy Studio #32",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,150,1,80,2020-02-29,2.13,54,354
7713815,Charming & Stylish Studio on Beacon Hill #2,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,98,2020-03-24,2.19,54,346
7714627,Beautiful South End Penthouse!,20627610,Liri,,South End,42.34384,-71.07183,Entire home/apt,195,2,211,2020-03-15,3.75,1,167
7728499,Charming & Stylish Studio on Beacon Hill #8,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,172,2020-04-02,3.08,54,271
7783953,Private Room Queen Anne Victorian,32304279,Charles And Grace,,Allston,42.35995,-71.12801,Private room,78,1,11,2019-08-12,0.20,4,177
7797744,Allston Close to Harvard Business E,19548932,Yi,,Allston,42.35842,-71.12941,Private room,50,91,146,2019-12-01,3.02,7,365
7832890,Comfy Beacon Hill Studio Great for Work Travel #7,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,180,2020-03-31,3.83,54,317
7837202,Charming & Stylish Studio on Beacon Hill #15,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,91,2020-04-07,1.90,54,346
7854569,Quiet and safe,41390416,Aslihan,,West Roxbury,42.29402,-71.15136,Private room,90,91,0,,,1,0
7854872,Charming & Stylish Studio on Beacon Hill #12,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,119,2020-03-08,2.19,54,332
7856208,Large bedroom in South End w/ Patio,41439483,Ira,,South End,42.34203,-71.07256,Private room,180,91,0,,,1,0
7868209,Beautiful Sunny Bedroom in Boston,31545543,Zack,,Allston,42.35026,-71.12703,Private room,76,91,2,2015-08-24,0.04,2,0
7900936,Morning Glory Bed & Breakfast!,41658743,Chris,,Hyde Park,42.24179,-71.12412,Private room,75,28,131,2019-11-30,2.31,1,326
7910223,"Charming home Away from Home, quick walk to train",30490577,Lori,,Jamaica Plain,42.31689,-71.1004,Entire home/apt,160,30,249,2020-04-04,4.43,2,141
7911936,"Downtown Beacon Hill, Convenient, Comfy Studio #1",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,87,2020-03-01,1.58,54,343
7913309,Studio apartment conveniently located in Downtown,41726345,Mufaddal,,Downtown,42.35527,-71.06109,Entire home/apt,99,91,22,2017-08-13,0.53,1,0
7916575,"Centrally located Studio in Boston ,#35",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,150,1,96,2020-01-11,2.50,54,352
7920759,"Beacon Hill- 2br, 2 bath Personal Home",41766550,Mike,,Beacon Hill,42.35886,-71.06599,Entire home/apt,300,3,30,2019-11-11,0.66,1,341
7927765,Andrew Sq Room Close to T&Shops,18479599,Agnieszka,,Dorchester,42.32427,-71.05963,Private room,75,91,4,2017-04-01,0.08,8,365
7933149,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,Thatch,,South Boston,42.34305,-71.05567,Entire home/apt,120,2,25,2019-04-09,0.45,106,122
7934491,A Very Large Room - Beige Room,18479599,Agnieszka,,Dorchester,42.32485,-71.05936,Private room,100,91,1,2016-10-28,0.02,8,365
7939556,Andrew Sq - Quiet Yellow Room,18479599,Agnieszka,,Dorchester,42.32586,-71.05797,Private room,100,91,1,2015-10-02,0.02,8,365
7949859,A Very Large Room- Great for Couple,18479599,Agnieszka,,Dorchester,42.32456,-71.05983,Private room,85,91,6,2019-04-17,0.12,8,365
7965521,South End 1 Bedroom PERFECTION!,22110106,Chris,,South End,42.34479,-71.07469,Entire home/apt,215,91,171,2020-01-11,3.10,1,351
7984226,North End Studio,36050005,Janna,,North End,42.36388,-71.05765,Entire home/apt,250,91,0,,,1,0
8014642,Nice bedroom in a shared apt.,17549955,Arnaldo,,Roxbury,42.32554,-71.09757,Private room,79,91,2,2015-09-08,0.04,1,0
8014683,One-Bed Condo (Downtown Boston),24123098,Abhishek,,Leather District,42.35177,-71.05705,Entire home/apt,179,91,2,2015-11-25,0.04,1,0
8055839,Updated South Boston Condo,39621923,Kevin,,South Boston,42.33651,-71.05514,Entire home/apt,200,91,5,2015-10-12,0.09,1,0
8063815,Modern 1BR | Work Desk WiFi| Fenway near Hospitals,30283594,Kara,,Fenway,42.34548,-71.10137,Entire home/apt,124,28,1,2016-09-19,0.02,73,201
8067585,Friendly Resting Spot/Great Transit,27756951,Hannah & Philip,,Jamaica Plain,42.30513,-71.11423,Private room,95,91,32,2019-05-26,0.62,1,88
8081699,"Lovely Spacious Studio ""Sanctuary in the City""",42688244,Takara,,Roxbury,42.32342,-71.07822,Entire home/apt,150,3,16,2019-11-10,1.28,1,268
8081935,Fenway Park | Spacious 1BR | Free WiFi & Work Desk,30283594,Kara,,Fenway,42.3447,-71.10115,Entire home/apt,139,28,0,,,73,90
8082512,"Stylish Downtown Studio in the Boston, C.Ave# 34",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,150,1,69,2020-04-01,1.26,54,365
8097453,Fenway 1BR | Work from Home | Close to Hospitals,30283594,Kara,,Fenway,42.34387,-71.10227,Entire home/apt,141,28,1,2015-09-28,0.02,73,365
8112652,Boston University Harvard MIT,30489899,Home On Blaine,,Allston,42.35503,-71.1374,Private room,38,91,9,2019-04-14,0.16,3,365
8133752,Cozy room near Baker Chocolate Factory #1,42952459,Andrew,,Mattapan,42.27289,-71.07273,Private room,75,91,33,2018-08-26,0.60,2,364
8162168,Stylish 2BR  Apt-walking distance to Fenway Park!,30283594,Kara,,Fenway,42.34472,-71.0993,Entire home/apt,175,91,9,2018-08-25,0.23,73,365
8163273,Lovely 2BR apt near Fenway Park,30283594,Kara,,Fenway,42.34476,-71.10062,Entire home/apt,189,28,3,2018-04-01,0.07,73,365
8164146,Furnished 2-BR Apartment near Boston University,30283594,Kara,,Fenway,42.3434,-71.09945,Entire home/apt,177,28,4,2019-06-02,0.23,73,89
8164953,Fenway 2BR | Full Kitchen |Steps from Hospitals,30283594,Kara,,Fenway,42.34454,-71.09931,Entire home/apt,179,28,5,2018-02-04,0.12,73,365
8165898,Luxury 2BR apt located minutes from Fenway Park!,30283594,Kara,,Fenway,42.34338,-71.10128,Entire home/apt,189,28,5,2017-04-05,0.09,73,365
8170181,Gorgeous Beacon Hill Apartment,26303242,Mark,,Beacon Hill,42.35936,-71.06842,Entire home/apt,90,28,188,2020-03-29,3.38,1,267
8187052,Luxury 2BR/2Bath near the Boston University!,30283594,Kara,,Fenway,42.34586,-71.10012,Entire home/apt,176,28,4,2019-04-16,0.10,73,365
8206536,"Centrally located Studio in the SouthEnd, #25",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,150,1,125,2020-03-02,3.37,54,354
8224214,Welcome2Boston2: Near BC/BU/Harvard,29066313,Andy,,Brighton,42.34057,-71.1513,Entire home/apt,165,91,150,2019-08-10,2.70,2,166
8227206,Boston's Iconic 'hood. Stay or work? KING APT,43384196,Alex,,North End,42.36459,-71.05627,Entire home/apt,125,28,121,2019-12-30,2.16,1,110
8231382,*** Sunny Studio *** near Airport & Train stop,23777641,Gavin,,East Boston,42.37594,-71.03634,Entire home/apt,60,28,152,2020-03-02,2.84,2,47
8271384,Stay Tonight! Sweet Studio By Convention Center,43613912,Drew,,South Boston Waterfront,42.34306,-71.05173,Entire home/apt,119,2,316,2020-03-23,5.66,3,32
8283433,Spacious bright apt in safe convenient location!,1264857,Marie,,Jamaica Plain,42.31102,-71.11899,Entire home/apt,270,2,73,2019-12-02,1.69,1,296
8325544,2BR Lux Apt. in Boston Fenway,30283594,Kara,,Fenway,42.34535,-71.10203,Entire home/apt,182,28,10,2018-09-10,0.22,73,365
8334845,Lux Furnished Boston Fenway 2BR Apt,30283594,Kara,,Fenway,42.34302,-71.09986,Entire home/apt,175,28,3,2016-11-16,0.07,73,90
8335210,2br furnished Apt. in Boston Fenway,30283594,Kara,,Fenway,42.34472,-71.10175,Entire home/apt,199,91,1,2016-01-10,0.02,73,180
8336609,Modern 2BR apt near Boston's Children Hospital!,30283594,Kara,,Fenway,42.34507,-71.10144,Entire home/apt,183,28,6,2018-05-11,0.12,73,365
8354938,"Ideal Boston JP 2bdrm w/parking & laundry,  WiFi",206353,Perry,,Jamaica Plain,42.31466,-71.09929,Entire home/apt,192,2,79,2020-03-01,1.44,1,200
8381472,Beautiful brown stone in South End,44169062,Nick,,South End,42.34309,-71.0798,Entire home/apt,400,91,0,,,1,0
8390793,awesome apartment in great location,44203099,Jorge,,North End,42.36652,-71.05679,Private room,50,91,0,,,1,0
8402408,Room on Top - South End brownstone,44162105,Betsy,,Roxbury,42.33691,-71.07748,Private room,95,1,420,2020-03-13,8.28,1,106
8403945,"Charming Studio in Boston Brownstone, C. Ave #33",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,150,3,79,2020-03-01,2.06,54,362
8442940,Sunny and cozy home near one end of freedom trail,3022224,Krishna & Meena,,Charlestown,42.37868,-71.06338,Entire home/apt,149,2,233,2020-03-08,4.21,1,31
8458210,Large 2 BR | 1BA in the North End,9410008,Jason,,North End,42.36778,-71.05437,Entire home/apt,270,2,219,2020-03-12,3.98,18,318
8490356,Gorgeous and Bright Victorian Home,44581223,Andre,,Hyde Park,42.25162,-71.11465,Private room,55,2,32,2020-04-05,0.58,4,365
8518237,Executive Garden Apartment,44851947,James And Pierre,,Brighton,42.341,-71.15942,Entire home/apt,219,2,201,2020-04-10,3.62,1,171
8523157,Bright & Spacious Private Room & Bath,30240262,Matthew,,Dorchester,42.31507,-71.06343,Private room,85,1,68,2020-03-10,1.39,3,307
8538265,Cozy 1850 Greek Revival Home #2,42952459,Andrew,,Mattapan,42.27279,-71.071,Private room,75,91,0,,,2,363
8552338,Sunny Room  Allston,17892292,Marlene,,Allston,42.36022,-71.13356,Private room,50,91,27,2018-07-02,0.49,5,0
8553163,"Boston, Back Bay Condo w/Private Roof Deck",8214532,Rob,,Back Bay,42.34563,-71.08065,Entire home/apt,258,2,114,2020-03-02,3.05,1,316
8584276,Furnished Back Bay 345,3521413,Elly,,Back Bay,42.35032,-71.08681,Entire home/apt,189,91,9,2017-04-18,0.16,1,1
8596566,In THE HEART OF BOSTON W/D InUnit*,3668535,S,,South End,42.34475,-71.07341,Entire home/apt,349,91,15,2018-08-18,0.27,1,123
8607856,Sunny Modern 2BR apt in Boston,31545543,Zack,,Allston,42.34807,-71.13539,Entire home/apt,298,91,0,,,2,0
8634599,"Stunning suite, historic victorian",45402419,Jil,,Jamaica Plain,42.31063,-71.11184,Private room,156,91,41,2019-10-29,0.74,3,362
8645254,"Lovely, Quiet Room",41306542,Becky,,Hyde Park,42.2597,-71.11937,Private room,45,91,12,2020-01-19,0.25,1,266
8714682,Private room with Spectacular view,15015493,Sankalp,,Allston,42.35385,-71.1221,Private room,60,91,0,,,1,0
8720718,"Private studio, awesome location!!",45771009,Riyo,,Jamaica Plain,42.3168,-71.10721,Private room,85,1,446,2020-03-16,8.16,2,262
8732121,"Downtown Beacon Hill, Convenient, Comfy Studio#10",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,161,2020-03-02,2.98,54,336
8734707,Brownstone Penthouse Private Bath Suite by LMA & T,45824409,Celia,,Roxbury,42.32974,-71.09185,Private room,90,4,124,2020-03-20,2.27,3,72
8735827,Brownstone Serene Room Treetop Views by LMA & T,45824409,Celia,,Roxbury,42.32945,-71.09309,Private room,84,4,97,2020-03-09,1.79,3,69
8747720,"1 Bedroom Apt Beacon Hill, Boston",15892865,Mike,,Beacon Hill,42.3584,-71.07022,Entire home/apt,225,91,6,2016-07-25,0.11,1,0
8774600,Private Bedroom & Bath @Kendall/MIT,28749942,Meg & Diego,,West End,42.36241,-71.07017,Private room,99,1,154,2020-02-15,2.81,8,251
8801250,Cozy & economical in JP,19280995,Kaitlin,,Jamaica Plain,42.31162,-71.10385,Private room,56,2,53,2020-02-01,1.02,4,0
8815738,Owner's Art Filled Modern Brownstone Apt,45824409,Celia,,Roxbury,42.32757,-71.09211,Private room,300,3,0,,,3,50
8859689,Spacious Boston 3 BR Apt near train and airport 3,44617326,Caroline,,East Boston,42.37575,-71.02989,Entire home/apt,250,91,61,2019-09-22,1.14,3,0
8884103,Cozy Beacon Hill Room,46486589,Caroline,,Beacon Hill,42.36048,-71.06417,Private room,75,91,0,,,1,0
8904297,Cozy Double Times II,46575567,Sandy,,Mattapan,42.2709,-71.07875,Private room,70,2,61,2019-11-10,1.28,3,365
8904546,City Suite,46575567,Sandy,,Mattapan,42.27043,-71.07947,Private room,90,2,0,,,3,364
8904656,Fireplace Haven,46575567,Sandy,,Mattapan,42.27204,-71.07757,Private room,75,2,38,2019-11-04,1.18,3,354
8908145,"Elegant, spacious boudoir with fireplace.",45402419,Jil,,Jamaica Plain,42.31026,-71.11257,Private room,150,91,15,2019-10-21,0.31,3,365
8923817,"Elegant studio,kitchn, soaking tub",45402419,Jil,,Jamaica Plain,42.30907,-71.11254,Entire home/apt,145,91,24,2018-10-21,0.44,3,317
8924562,Center of The City - Entire Apartment,1474891,Oliver,,Chinatown,42.35198,-71.06112,Entire home/apt,55,1,190,2020-03-26,4.56,1,85
8947232,Just around the corner from the Red Line!,16186589,Marie,,Dorchester,42.28959,-71.06829,Private room,60,30,12,2019-04-30,0.22,25,317
8985647,Amazing 1 bed next to Fenway Park!,5620597,Andreane,,Fenway,42.34745,-71.09128,Entire home/apt,150,91,12,2016-08-08,0.22,1,364
9018434,Warm & Cozy Home for Your Stay!,15583990,Natalia,,Dorchester,42.29005,-71.06222,Entire home/apt,249,1,9,2020-03-01,0.17,6,318
9041513,"Bright, sunny apt in the *heart* of Fenway w/WiFi",9419684,Mike,,Fenway,42.34429,-71.10089,Entire home/apt,213,29,1,2016-10-09,0.02,59,212
9078998,Studio on Charles St. in Beacon Hil,9240628,Patrick,,Beacon Hill,42.35867,-71.07008,Entire home/apt,150,91,12,2017-07-31,0.24,1,0
9110708,Cozy & sunny apartment BU/Allston,32018716,Linh,,Allston,42.35317,-71.12556,Entire home/apt,109,91,0,,,1,0
9114896,"Private floor w/ 2BR, 1B, 1LR (900 Sq Ft)",43777733,Marc,,Brighton,42.35389,-71.15954,Entire home/apt,75,28,59,2019-12-23,1.10,1,278
9130532,"Centrally located, cozy studio",47559181,Reitumetse,,Fenway,42.34753,-71.10353,Entire home/apt,110,91,2,2016-03-15,0.04,1,0
9133627,Comfy Beacon Hill Studio Great for Work Travel #4,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,150,1,120,2020-03-19,2.86,54,331
9148781,Top Spot,5430185,Laura And Olivia,,South End,42.34299,-71.07305,Entire home/apt,130,20,15,2019-06-13,0.28,7,189
9166393,Spacious room close to T-Station,20224115,Ricardo,,Roxbury,42.32585,-71.09637,Private room,60,91,1,2015-11-16,0.02,1,0
9169272,Spacious one bedroom in Beacon Hill,47719377,Erin,,Beacon Hill,42.35964,-71.06552,Entire home/apt,130,91,1,2015-11-15,0.02,1,0
9216838,"Big, Bright, and Spacious Bedroom",47928798,Jessica,,Allston,42.35437,-71.12692,Private room,37,91,11,2018-02-25,0.21,1,0
9218312,"Arboretum retreat with AC, private bath, entrance.",47935411,Jone,,Roslindale,42.28907,-71.12823,Private room,85,2,139,2020-03-16,2.67,1,5
9231486,Large 2 BR|2 BA + Patio in Back Bay,9410008,Jason,,Back Bay,42.34938,-71.09011,Entire home/apt,300,2,164,2020-03-27,3.07,18,318
9301075,Double in Arts & Crafts Bungalow,9241244,Keith (& Beth),,West Roxbury,42.2779,-71.14423,Private room,50,1,66,2019-10-30,1.23,3,0
9327506,Luxury in Back Bay / South End,19642206,Spencer,,Back Bay,42.3452,-71.07951,Entire home/apt,450,91,1,2016-05-29,0.02,1,0
9340410,Two rooms in Arts & Crafts Bungalow,9241244,Keith (& Beth),,West Roxbury,42.2779,-71.14423,Private room,100,1,133,2020-02-03,2.74,3,0
9346513,Superb 1BR Back Bay Condo,28358624,Len,,Back Bay,42.35329,-71.07697,Entire home/apt,175,2,36,2019-11-03,0.74,1,358
9349614,"Sunny, Family-Friendly Apartment",3900945,Emily And Carl,,Jamaica Plain,42.3064,-71.10594,Entire home/apt,150,91,1,2016-04-22,0.02,2,0
9349646,Family-friendly private room,3900945,Emily And Carl,,Jamaica Plain,42.30571,-71.10567,Private room,100,91,1,2016-06-24,0.02,2,0
9382898,"Private Bed and Bathroom,parking, close to airport",48677395,Andrew,,East Boston,42.37914,-71.03956,Private room,70,91,268,2019-11-29,5.25,1,225
9393163,Charming Bedroom in Kenmore,47487818,Kayla,,Fenway,42.35076,-71.09526,Private room,90,91,1,2016-03-17,0.02,1,0
9404451,Newly Renovated Sunny Penthouse!,19622559,Kaitlyn,,Charlestown,42.37645,-71.06508,Entire home/apt,190,91,0,,,1,0
9407895,Shared Apartment on Smith Street,41317613,Shreyas,,Mission Hill,42.3338,-71.09617,Shared room,28,91,11,2016-08-22,0.21,1,0
9448243,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Compass,,Fenway,42.34585,-71.08827,Entire home/apt,289,9,39,2020-03-19,0.73,16,54
9473816,Back Bay apartment,16154941,Kayla,,Back Bay,42.35192,-71.07941,Entire home/apt,159,91,2,2016-07-31,0.04,1,0
9493951,Double Room in Beautiful Home!,15583990,Natalia,,Dorchester,42.28992,-71.06248,Private room,75,1,183,2020-03-10,3.47,6,330
9494098,Top Floor for Your Stay!,15583990,Natalia,,Dorchester,42.28992,-71.06248,Private room,99,1,27,2019-09-08,0.55,6,335
9494212,Spacious Bedroom in Cozy Home!,15583990,Natalia,,Dorchester,42.28992,-71.06248,Private room,64,1,244,2020-03-20,4.57,6,326
9494511,Cozy Room in Large Home!,15583990,Natalia,,Dorchester,42.28992,-71.06248,Private room,59,1,211,2020-03-15,3.94,6,346
9494772,Artsy Luxury Room next to MIT,28749942,Meg & Diego,,West End,42.3625,-71.07071,Private room,99,1,163,2019-12-12,3.04,8,153
9507164,WB Quarters™ by STRB|Polished Cozy in Southie,814298,Thatch,,South Boston,42.34332,-71.05738,Entire home/apt,120,2,5,2019-03-31,0.11,106,122
9532771,Tranquil room in great spot!,49365462,Andrea,,Jamaica Plain,42.32324,-71.11357,Private room,80,91,0,,,1,0
9541295,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Compass,,Fenway,42.34622,-71.08846,Entire home/apt,289,9,42,2020-02-15,0.82,16,88
9575439,"Close to universities, hospitals,...2",49565531,Maria,,Jamaica Plain,42.32137,-71.10606,Private room,150,3,62,2018-12-18,1.28,2,169
9677207,Beautiful Brownstone near Copley Sq,157679,Sara,,Back Bay,42.35265,-71.07565,Entire home/apt,150,91,4,2016-06-13,0.08,1,0
9685076,Convenient & Inexpensive Room Near T!,16186589,Marie,,Dorchester,42.30327,-71.07204,Private room,35,30,13,2019-09-04,0.27,25,317
9685085,Amazing Private Bedroom with AirBed Near T!,16186589,Marie,,Dorchester,42.28851,-71.06963,Private room,38,30,15,2020-02-09,0.31,25,317
9685102,Spacious room in two-room condo in Boston MA,815156,Max,,Brighton,42.33589,-71.14895,Private room,39,91,198,2019-11-13,3.83,1,359
9731479,Penthouse South End with roof deck,19013294,Yoshika,,South End,42.34568,-71.06943,Entire home/apt,195,91,166,2019-11-10,3.26,1,0
9751520,1 BR Apt Close to Airport/Train,50297998,Tyler,,East Boston,42.36583,-71.03529,Entire home/apt,70,91,2,2016-01-14,0.04,1,0
9813223,Loaded studio steps to green line T & bus: ALLSTON,25279966,Vj,,Allston,42.35105,-71.13384,Entire home/apt,79,180,87,2019-08-11,1.64,2,231
9824155,"Steps frm Public Transit! Walk 2 Longwood, Fenway!",50599963,Marcus,,Mission Hill,42.33,-71.1122,Private room,80,91,71,2019-09-26,1.42,1,365
9834727,"Hideaway in Boston's North End-""Little Italy""",50648271,Richard,,North End,42.36399,-71.05488,Entire home/apt,150,91,126,2019-12-01,2.44,1,179
9878725,Small Cozy Attic Bedroom,17892292,Marlene,,Allston,42.36031,-71.13411,Private room,50,91,1,2018-03-05,0.04,5,0
9900315,"Sunny, Stylish, Historic 1800s Schoolhouse Retreat",724846,Kelly,,Charlestown,42.37395,-71.06128,Entire home/apt,150,4,51,2020-03-03,1.03,1,56
9941923,"Big, Bright, Boston Brownstone",51094247,Jud,,Fenway,42.35047,-71.09723,Entire home/apt,192,91,0,,,1,0
9970895,South End-Close to Everything!,51173591,Elena,,South End,42.33716,-71.07516,Entire home/apt,159,91,10,2016-06-16,0.19,1,0
9971054,Cozy Room In JP,51236938,Vanessa,,Jamaica Plain,42.30337,-71.11501,Private room,60,91,94,2019-11-18,1.91,1,84
9993826,Luxury Furnished Back Bay 1-Bedroom Apartment,30283594,Kara,,Back Bay,42.34594,-71.0797,Entire home/apt,219,91,0,,,73,365
10033976,Luxury 1-Bedroom Boston Apartment with Yoga Studio,30283594,Kara,,Chinatown,42.35146,-71.05931,Entire home/apt,209,91,0,,,73,365
10034183,Spacious 2br/2bath near beach/convention/downtown,31310602,Niels & Elisa,,South Boston,42.33093,-71.04146,Entire home/apt,150,91,29,2019-09-07,0.56,1,0
10051649,Spacious 2BR | Full Kitchen | West End/TD Garden,30283594,Kara,,West End,42.3648,-71.0701,Entire home/apt,169,9,1,2020-01-17,0.34,73,0
10052037,Lux Furnished 1BR West End Apartment!,30283594,Kara,,West End,42.3648,-71.06865,Entire home/apt,195,9,0,,,73,365
10068240,Spacious Room on Top Floor!,15583990,Natalia,,Dorchester,42.28992,-71.06248,Private room,67,1,186,2020-02-14,3.57,6,335
10085431,loft style 2 bedroom penthouse,9678305,Ken,,Jamaica Plain,42.31067,-71.12013,Entire home/apt,50,28,2,2020-03-09,0.15,1,0
10116601,Clean & Private 1BR | Steps to Boston Hospitals,30283594,Kara,,Chinatown,42.35207,-71.06194,Entire home/apt,139,3,3,2020-01-22,0.06,73,180
10116726,Spacious 1BR |Work Desk & WiFi |Walk to Tufts Med,30283594,Kara,,Chinatown,42.35161,-71.06155,Entire home/apt,134,3,2,2020-01-26,0.04,73,180
10116914,Clean 1BR| Full Kitchen WiFi | Near Boston Medical,30283594,Kara,,Downtown,42.35214,-71.06352,Entire home/apt,130,3,4,2020-01-13,0.13,73,173
10117122,Spacious 2BR| Private & Clean | Heart of Boston,30283594,Kara,,Downtown,42.35151,-71.06334,Entire home/apt,179,3,2,2019-09-21,0.17,73,90
10117329,Furnished 2BR | Work Desk | Near Boston Hospitals,30283594,Kara,,Chinatown,42.35091,-71.06198,Entire home/apt,175,3,10,2020-02-22,0.19,73,87
10118091,Ultra Modern Furnished Boston apt in West End,30283594,Kara,,West End,42.36523,-71.0678,Entire home/apt,129,9,4,2020-02-21,0.13,73,364
10118379,Lux Furnished 1-BR Apartment at West End!,30283594,Kara,,West End,42.36319,-71.06911,Entire home/apt,149,3,3,2020-03-02,0.13,73,339
10118716,Furnished 2BR Apt near Hospitals.,30283594,Kara,,West End,42.36547,-71.06892,Entire home/apt,199,9,5,2020-02-02,1.58,73,365
10118946,^Luxury Furnished 2-Bedroom West End Apartment,30283594,Kara,,West End,42.36486,-71.06715,Entire home/apt,175,9,0,,,73,90
10119193,Sleek Furnished 2bed/2bath in the heart of Boston,30283594,Kara,,West End,42.36467,-71.06942,Entire home/apt,219,3,12,2020-03-01,0.48,73,352
10123024,"Private, amazing 1-bedroom apt in central location",28564205,Aanchal,,Allston,42.35015,-71.12885,Entire home/apt,119,91,6,2019-09-08,0.26,1,90
10132073,Extended stays,51992629,Jef,,East Boston,42.37045,-71.04026,Entire home/apt,150,4,41,2020-03-25,0.89,1,83
10135564,Downtown Boston modern 1BR Apt+high-end amenities,30283594,Kara,,Downtown,42.35224,-71.06351,Entire home/apt,135,91,0,,,73,365
10136459,Modern and spacious 1BR Apt in Downtown Boston,30283594,Kara,,Downtown,42.35282,-71.0629,Entire home/apt,189,91,0,,,73,365
10152056,Furnished 1 Bedroom West End (Boston) Apartment!,30283594,Kara,,West End,42.36481,-71.06893,Entire home/apt,129,9,0,,,73,0
10175033,North End Apt. w/ a view!,36670279,Susan,,North End,42.36667,-71.05643,Entire home/apt,200,2,177,2020-02-13,3.45,1,234
